Topic,Count,Name,Representation,Representative_Docs,KeyBERT,MMR,Noun,Adjective,Verb,Adverb,Interjection,Number,Proper Noun,Symbol,URL,Hashtag,Mention,Organisation,Person,Nationalities or Religious or Political Groups,Facility,Geopolitical Entity,Location,Product,Event,Date,Percent,Money,Quantity,Ordinal,Cardinal,Emoji,Topic_,processed_KeyBERT,Topic_Label
37,86,37_gates_confident_potential_vaccine,"['gates', 'confident', 'potential', 'vaccine', 'twitter', 'university', 'hurt', 'epidemic', 'wants', 'trevor']","['Bill Gates confident a potential coronavirus vaccine will work in Africa, but Twitter does not think so', 'Bill Gates confident a potential coronavirus vaccine will work in Africa, but Twitter does not think so...', 'Bill Gates confident a potential coronavirus vaccine will work in Africa, but Twitter does not think so....']","['global pandemic', 'vaccine', 'microsoft', 'vaccinated', 'vaccines', 'funding', 'gate', 'epidemic', 'healthcare', 'rich']","['gates', 'confident', 'potential', 'vaccine', 'twitter', 'university', 'hurt', 'epidemic', 'wants', 'trevor']","['vaccine', 'university', 'epidemic', 'vaccines', 'research', 'message', 'evidence', 'healthcare', 'theories', 'lie']","['confident', 'potential', 'fake', 'beautiful', 'rich', 'false', 'possible', 'medical', 'global', 'loud']","['gates', 'hurt', 'wants', 'saying', 'knew', 'proposed', 'help', 'speak', 'wasting', 'stealing']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['zero', '15', '2018', '', '', '', '', '', '', '']","['amp', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['vaccines', 'amp', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['15', '2018', 'years', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['vaccine', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['zero', 'millions', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']",5.37,"['global pandemic', 'vaccine', 'microsoft', 'vaccinated', 'vaccines', 'funding', 'gate', 'epidemic', 'healthcare', 'rich']",epidemic
38,81,38_relief_credit_business_companies,"['relief', 'credit', 'business', 'companies', 'pay', 'businesses', 'small', 'financial', 'tender', 'funds']","['#Covid19 - Sukuma Relief Programme The Ruperts and Ramgro groups R 1 billion donation to assist the may businesses impacted by this COVID19 virus has been launched as the Sukuma Relief Fund and managed by Business...', 'Mary Oppenheimer and daughters give R1 billion to the Solidarity Fund in response to Covid-19. (This is separate to the R1bn brother Nicky Oppenheimer has pledged).', 'Marry Oppenheimer and daughters have given another R1.0Billion to solidarity fund to fight Covid-19 separate from son Nicky Oppenheimer who already gave R1.0Billion as a loan to small business.. Marry Oppenheimer and daughters are donating..']","['covid_19sa 21dayslockdownsouthafrica', 'covid_19sa day5oflockdown', 'funding', 'financial', 'donating', 'funds', 'donate', 'pay', 'income', 'budget']","['relief', 'credit', 'business', 'companies', 'pay', 'businesses', 'small', 'financial', 'tender', 'funds']","['relief', 'credit', 'business', 'companies', 'pay', 'businesses', 'tender', 'cut', 'salaries', 'company']","['small', 'financial', 'worried', 'embarrassing', 'holy', 'brilliant', 'particular', 'vulnerable', 'personal', 'interesting']","['cut', 'affected', 'support', 'introduced', 'looting', 'increase', 'boost', 'given', 'protect', 'buy']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['neh', 'ka', 'amp', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['months', 'tomorrow', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']",5.38,"['covid_19sa 21dayslockdownsouthafrica', 'covid_19sa day5oflockdown', 'funding', 'financial', 'donating', 'funds', 'donate', 'pay', 'income', 'budget']",budget
39,66,39_fool_fools_april_jokes,"['fool', 'fools', 'april', 'jokes', 'joke', 'aprilfoolsday', 'funny', 'stayhomestaysafe', 'fake news', 'fake']","[""Maybe it's an April fool's joke"", 'This must be an April fool joke', ""Is this an April fool's joke?""]","['aprilfoolsday covid_19sa', 'aprilfoolsday', 'april', 'fools', 'fool', 'covid_19sa day6', 'fooling', 'coronavirusupdates', 'day8', 'announce']","['fool', 'fools', 'april', 'jokes', 'joke', 'aprilfoolsday', 'funny', 'stayhomestaysafe', 'fake news', 'fake']","['fool', 'fools', 'jokes', 'joke', 'news', 'year', 'apple', 'parents', 'update', 'idea']","['funny', 'fake', 'responsible', 'workingfromhome', 'bad', 'real', 'damn', '', '', '']","['seen', 'beg', 'skip', 'lie', 'gave', 'reported', 'spread', 'arrested', 'said', 'end']","['', '', '', '', '', '', '', '', '', '']","['huh', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['fools', 'april', 'virus', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['fool', 'april', 'year', 'day', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']",5.39,"['aprilfoolsday covid_19sa', 'aprilfoolsday', 'april', 'fools', 'fool', 'covid_19sa day6', 'fooling', 'coronavirusupdates', 'day8', 'announce']",announce
40,52,40_loadshedding_electricity_load shedding_shedding,"['loadshedding', 'electricity', 'load shedding', 'shedding', 'load', 'power', 'experiencing', 'maintenance', 'soweto', 'demand']","['Eskom load-shedding will not go away after the lockdown via', ""We haven't had electricity since 9 this morning and have been experiencing load shedding everyday at the same time in Meadowlands zone 3 whereas other zones are not experiencing the problems we have with load shedding. How do we work from home if there's no lights #eskom"", ""Why are some of us in Dlamini and Dube under load shedding? Your website doesn't say there will be load shedding. Why are we in darkness in this cold weather? You told us no load shedding during lockdown. What is happening?""]","['loadshedding', 'load shedding', 'lockdownsa stayathome', 'electricity', 'maintenance', 'power', 'load', 'shedding', 'demand', 'stress']","['loadshedding', 'electricity', 'load shedding', 'shedding', 'load', 'power', 'experiencing', 'maintenance', 'soweto', 'demand']","['loadshedding', 'electricity', 'shedding', 'load', 'power', 'lights', 'feedback', 'yesterday', 'zone', 'afternoon']","['fair', 'crazy', '', '', '', '', '', '', '', '']","['loadshedding', 'shedding', 'load', 'experiencing', 'fixed', 'checked', 'expect', 'supposed', 'fail', 'told']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['amp', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['yesterday', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']",5.40,"['loadshedding', 'load shedding', 'lockdownsa stayathome', 'electricity', 'maintenance', 'power', 'load', 'shedding', 'demand', 'stress']",demand
0,1266,0_extended_extension_treating_wait,"['extended', 'extension', 'treating', 'wait', 'end', 'post', 'coming', 'messing', 'extend', 'mental']","[""That's lockdown for you"", 'Me when lockdown is over', ""We're also in a LockDown""]","['lock', 'pause', 'halt', 'wait end', 'block', 'keeping', 'break', 'cancel', 'coping', 'wait']","['extended', 'extension', 'treating', 'wait', 'end', 'post', 'coming', 'messing', 'extend', 'mental']","['extension', 'post', 'head', 'process', 'thought', 'views', 'time', 'family', 'boy', 'point']","['sad', 'usual', 'worried', '', '', '', '', '', '', '']","['extended', 'end', 'wait', 'treating', 'coming', 'messing', 'getting', 'needs', 'look', 'thinking']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['babes', 'champagne', 'bio', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['days', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['1st', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']",6.0,"['lock', 'pause', 'halt', 'wait end', 'block', 'keeping', 'break', 'cancel', 'coping', 'wait']",block
1,796,1_le_ke_ka_fela,"['le', 'ke', 'ka', 'fela', 'di', 'nna', 'ya', 'ba', 'hayi', 'mo']","['Hay mayiphele le lockdown', ""I don't have a problem ka lockdown... Mara ke?"", 'Mayiphele le lockdown once']","['ka di', 'ka', 'kana', 'ko', 'kopa', 'kae', 'ek', 'batho ba', 'manje', 'kwi']","['le', 'ke', 'ka', 'fela', 'di', 'nna', 'ya', 'ba', 'hayi', 'mo']","['ke', 'nna', 'hayi', 'wena', 'ama', 'choice', 'sanity', 'way', 'rude', 'smell']","['bare', 'blue', 'hungry', '', '', '', '', '', '', '']","['wena', 'kodwa', 'miss', 'end', 'waiting', 'ask', 'wonder', 'happened', 'kept', 'losing']","['', '', '', '', '', '', '', '', '', '']","['le', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['le', 'ke', 'ka', 'fela', 'di', 'ya', 'ba', 'hayi', 'ko', 'nje']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['nna', 'hai', 'plus', 'bare', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['21days', 'half', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']",6.1,"['ka di', 'ka', 'kana', 'ko', 'kopa', 'kae', 'ek', 'batho ba', 'manje', 'kwi']",ba
2,738,2_alcohol_ban_wine_cigarettes,"['alcohol', 'ban', 'wine', 'cigarettes', 'drink', 'bottle', 'stores', 'beer', 'drunk', 'drinking']","['No ALCOHOL SHOULD BE SOLD', 'To those with alcohol during this #Lockdown', "", we don't really need alcohol after this lockdown.""]","['alcohol', 'sober', 'booze', 'drinks', 'drinking', 'regulation', 'drunk', 'beer', 'ban', 'drink']","['alcohol', 'ban', 'wine', 'cigarettes', 'drink', 'bottle', 'stores', 'beer', 'drunk', 'drinking']","['alcohol', 'ban', 'wine', 'cigarettes', 'drink', 'bottle', 'stores', 'beer', 'drinking', 'booze']","['drunk', 'black', 'unnecessary', 'warm', 'positive', 'international', '', '', '', '']","['drink', 'drinking', 'sold', 'buy', 'imagine', 'want', 'ends', 'getting', 'cause', 'let']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['mos', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['bro', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['period', 'end', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']",6.2,"['alcohol', 'sober', 'booze', 'drinks', 'drinking', 'regulation', 'drunk', 'beer', 'ban', 'drink']",alcohol
3,695,3_truth_stupid_child_friend,"['truth', 'stupid', 'child', 'friend', 'joke', 'dramatic', 'bro', 'honestly', 'bad', 'mom']","['This is what I want', 'Just make your own like', ""Don't be like that""]","['truth', 'bruh', 'eff', 'joking', 'honestly', 'baby', 'stupid', 'genuinely', 'laugh', 'bro']","['truth', 'stupid', 'child', 'friend', 'joke', 'dramatic', 'bro', 'honestly', 'bad', 'mom']","['truth', 'beginning', 'ups', 'cure', '', '', '', '', '', '']","['stupid', 'human', 'good', '', '', '', '', '', '', '']","['bro', 'want', 'knew', 'happen', 'grown', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['hey', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']",6.3,"['truth', 'bruh', 'eff', 'joking', 'honestly', 'baby', 'stupid', 'genuinely', 'laugh', 'bro']",baby
4,671,4_south africans_africans_fellow south_south africa,"['south africans', 'africans', 'fellow south', 'south africa', 'fellow', 'cape south', 'south', 'western', 'cape', 'capetown']","['South Africa government will never', 'Fellow South Africans the lockdown will be extended #cyrilramaphosa Me:', 'South Africa. U for about South Africa']","['south african', 'south africa', 'south africans', 'cape south', 'pretoria south', 'johannesburg', 'pretoria', 'africa', 'cape', 'durban']","['south africans', 'africans', 'fellow south', 'south africa', 'fellow', 'cape south', 'south', 'western', 'cape', 'capetown']","['capetown', 'morning', 'government', 'day', 'love', 'evening', 'days', 'word', 'life', 'leg']","['south', 'fellow', 'african', 'ready', 'better', 'new', 'special', 'open', 'social', 'different']","['capetown', 'fight', 'lets', 'love', 'stand', 'thank', 'hope', 'come', 'work', 'stop']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['17', '2021', '', '', '', '', '', '', '', '']","['africans', 'south', 'africa', 'johannesburg', 'southafrica', 'zulu', 'ya', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['africans', 'south', '', '', '', '', '', '', '', '']","['africans', 'south', 'african', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['day', 'days', '17', 'tomorrow', 'today', 'weekend', 'yesterday', '2021', '', '']","['', '', '', '', '', '', '', '', '', '']","['africa', 'johannesburg', 'southafrica', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']",6.4,"['south african', 'south africa', 'south africans', 'cape south', 'pretoria south', 'johannesburg', 'pretoria', 'africa', 'cape', 'durban']",africa
5,612,5_21 days_21_days_extended weeks,"['21 days', '21', 'days', 'extended weeks', 'weeks', 'april', '14 days', 'end april', '16th', '14']","['#Lockdown extended by a further two weeks...', 'Lockdown extended by another 2 weeks,until the end of April', 'Back to 21 days lockdown']","['day20oflockdown', 'day18oflockdown', 'lockdownextended', 'lockdownextention', '21 day', 'extended weeks', 'weeks extension', '21 days', 'day 21', '14 days']","['21 days', '21', 'days', 'extended weeks', 'weeks', 'april', '14 days', 'end april', '16th', '14']","['days', 'weeks', '16th', 'day', 'week', '21days', 'count', 'balance', 'midnight', 'year']","['late', 'atleast', 'original', 'new', 'ready', 'happy', '', '', '', '']","['supposed', 'ends', 'complete', 'lost', 'begin', 'spent', 'start', 'thought', 'cancel', 'walking']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['21', '14', '20', '81', '', '', '', '', '', '']","['april', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['21', 'days', 'weeks', 'april', '16th', '14', 'day', 'week', '20', 'year']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['16th', '', '', '', '', '', '', '', '', '']","['21days', '81', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']",6.5,"['day20oflockdown', 'day18oflockdown', 'lockdownextended', 'lockdownextention', '21 day', 'extended weeks', 'weeks extension', '21 days', 'day 21', '14 days']",14
6,523,6_covid_19sa_covid19insa_locksouthafricadown_lockdownextension,"['covid_19sa', 'covid19insa', 'locksouthafricadown', 'lockdownextension', 'lockdownmzansi', 'cyrilramaphosa covid_19sa', 'covid19southafrica', 'lockdownsa', 'locksouthafricadown covid_19sa', 'covid19insa lockdownsa']","['Lockdown extended by 2 weeks #Covid_19SA .', '#Day19ofLockdown how are you doing under this #Covid19inSA #LockdownSA', '#LOCKSOUTHAFRICADOWN extended #cyrilramaphosa #Covid_19SA']","['covid19insa lockdownsa', 'lockdownsa covid19insa', 'covid_19 lockdownsa', 'lockdownsa covid_19', 'day19oflockdown covid19insa', 'covid19insa lockdownmzansi', 'covid_19sa 21daylockdownsa', 'covid_19sa locksouthafricadown', 'lockdownsa covid_19sa', 'covid_19sa lockdownsa']","['covid_19sa', 'covid19insa', 'locksouthafricadown', 'lockdownextension', 'lockdownmzansi', 'cyrilramaphosa covid_19sa', 'covid19southafrica', 'lockdownsa', 'locksouthafricadown covid_19sa', 'covid19insa lockdownsa']","['lockdownextension', 'lockdownmzansi', 'insights', 'motivation', 'authorities', 'world', 'chance', '', '', '']","['safe', 'free', 'open', '', '', '', '', '', '', '']","['follow', 'know', 'offers', 'hope', 'change', 'register', 'leading', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['covid19southafrica', '14', '2020', '20', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['14', '2020', '20', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['lockdownextension', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']",6.6,"['covid19insa lockdownsa', 'lockdownsa covid19insa', 'covid_19 lockdownsa', 'lockdownsa covid_19', 'day19oflockdown covid19insa', 'covid19insa lockdownmzansi', 'covid_19sa 21daylockdownsa', 'covid_19sa locksouthafricadown', 'lockdownsa covid_19sa', 'covid_19sa lockdownsa']",covid19insa lockdownsa
7,467,7_quarantine_quarantined_radio_quarantinelife,"['quarantine', 'quarantined', 'radio', 'quarantinelife', 'partner', 'self', 'rounds', 'ek', 'ep', 'partners']","['Quarantine radio is back', 'Quarantine Radio is everything!', 'Meanwhile back in #Quarantine...']","['quarantine', 'quarantined', 'quarantinelife', 'safely', 'chill', 'isolation', 'radio', 'live', 'ahead', 'good morning']","['quarantine', 'quarantined', 'radio', 'quarantinelife', 'partner', 'self', 'rounds', 'ek', 'ep', 'partners']","['quarantine', 'radio', 'quarantinelife', 'partner', 'self', 'isolation', 'baby', 'skill', 'kids', 'boy']","['rounds', 'hot', 'creative', 'sure', 'temporary', 'green', 'blue', 'perfect', 'short', 'late']","['quarantined', 'rounds', 'want', 'jus', 'catch', 'came', 'let', 'cook', 'getting', 'speak']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['2020', '15', '04', '', '', '', '', '', '', '']","['da', 'house', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['2020', '15', 'day', '04', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']",6.7,"['quarantine', 'quarantined', 'quarantinelife', 'safely', 'chill', 'isolation', 'radio', 'live', 'ahead', 'good morning']",ahead
8,430,8_arrived_ba_fix_yho,"['arrived', 'ba', 'fix', 'yho', 'ya', 'batho', 'batho ba', 'disappear', 'ruined', 'granted']","['What in the Corona is going on here', 'You can still die. Corona is not over.', 'I was before corona, I will be after it']","['blessing', 'hai', 'saying', 'true', 'mara', 'loosing', 'fault', 'dealing', 'waking', 'die']","['arrived', 'ba', 'fix', 'yho', 'ya', 'batho', 'batho ba', 'disappear', 'ruined', 'granted']","['yoh', 'man', 'month', 'pack', 'basis', 'country', 'life', 'reason', 'house', 'park']","['free', 'little', 'good', 'sure', 'daily', '', '', '', '', '']","['arrived', 'fix', 'disappear', 'granted', 'ruined', 'worry', 'fighting', 'listening', 'started', 'coming']","['', '', '', '', '', '', '', '', '', '']","['yah', '', '', '', '', '', '', '', '', '']","['24', '36', '17', '21', '', '', '', '', '', '']","['ba', 'batho', 'ka', 'ke', 'neh', 'hao', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['hao', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['month', '17', '21', 'daily', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['24', '36', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']",6.8,"['blessing', 'hai', 'saying', 'true', 'mara', 'loosing', 'fault', 'dealing', 'waking', 'die']",blessing
